 
# GREAT version 2.0.2	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
MSigDB Cancer Neighborhood	MORF_SKP1A	Neighborhood of SKP1A	31	7.164238e-4	3.059130e-1	9.868160e-3	3.798776e+0	2.369184e+0	9	1.139031e-2	4.326923e-2	28	4.382133e-3	1.000000e+0	6.682753e-2	2.870578e+0	3.135257e+0	9	183	2.960526e-2	4.918033e-2	31,31,32,32,33,33,35,38,49	ATP5H,AZIN1,BANF1,CALM2,CFDP1,PRMT1,PSMD8,SMG7,WBP2
MSigDB Cancer Neighborhood	MORF_IKBKG	Neighborhood of IKBKG	32	8.720982e-4	3.723859e-1	1.163706e-2	4.664373e+0	1.500737e+0	7	7.215084e-3	3.365385e-2	41	1.486582e-2	1.000000e+0	1.548221e-1	3.019056e+0	1.987376e+0	6	116	1.973684e-2	5.172414e-2	31,33,34,34,37,37,40	CSNK1D,GSK3A,MLL4,POLR2A,RABAC1,WDR62
MSigDB Cancer Neighborhood	GNF2_CENPE	Neighborhood of CENPE	33	9.721128e-4	4.150922e-1	1.257855e-2	6.752539e+0	7.404622e-1	5	3.559914e-3	2.403846e-2	49	2.343632e-2	1.000000e+0	2.042308e-1	4.864035e+0	6.167719e-1	3	36	9.868421e-3	8.333333e-2	31,35,36,41,56	AURKB,CKS1B,TMPO
MSigDB Cancer Neighborhood	MORF_CSNK1D	Neighborhood of CSNK1D	34	1.135504e-3	4.848602e-1	1.426059e-2	6.518097e+0	7.670951e-1	5	3.687957e-3	2.403846e-2	50	2.403448e-2	1.000000e+0	2.052545e-1	3.648026e+0	1.096483e+0	4	64	1.315789e-2	6.250000e-2	34,34,37,37,38	CSNK1D,PCGF2,POLR2A,RABAC1
MSigDB Cancer Neighborhood	MORF_PPP2R4	Neighborhood of PPP2R4	35	1.159676e-3	4.951817e-1	1.414805e-2	8.907886e+0	4.490403e-1	4	2.158848e-3	1.923077e-2	32	7.831998e-3	1.000000e+0	1.045082e-1	5.075515e+0	7.880974e-1	4	46	1.315789e-2	8.695652e-2	31,32,33,33	BANF1,CFDP1,PRMT1,PSMD8
MSigDB Cancer Neighborhood	MORF_BUB3	Neighborhood of BUB3	36	1.182454e-3	5.049079e-1	1.402522e-2	3.253926e+0	3.073211e+0	10	1.477505e-2	4.807692e-2	90	8.375027e-2	1.000000e+0	3.973485e-1	1.775465e+0	4.505861e+0	8	263	2.631579e-2	3.041825e-2	30,31,32,32,34,36,36,37,38,56	ATXN10,AURKB,CALM2,POLR2I,PSMD8,SLC1A5,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	MORF_DAP	Neighborhood of DAP	37	1.287851e-3	5.499124e-1	1.486250e-2	6.333297e+0	7.894783e-1	5	3.795569e-3	2.403846e-2	37	9.803307e-3	1.000000e+0	1.131355e-1	3.840028e+0	1.302074e+0	5	76	1.644737e-2	6.578947e-2	31,32,32,35,38	CALM2,NDUFS8,PSMD8,SMG7,WBP2
MSigDB Cancer Neighborhood	MORF_PHB	Neighborhood of PHB	38	1.312326e-3	5.603632e-1	1.474640e-2	5.087892e+0	1.179270e+0	6	5.669569e-3	2.884615e-2	68	4.500676e-2	1.000000e+0	2.826160e-1	2.582673e+0	1.935978e+0	5	113	1.644737e-2	4.424779e-2	31,31,34,37,37,38	CSNK1D,PCGF2,POLR2A,PSMD3,WDR62
MSigDB Cancer Neighborhood	GNF2_CDH3	Neighborhood of CDH3	39	1.315594e-3	5.617586e-1	1.440407e-2	8.604991e+0	4.648465e-1	4	2.234839e-3	1.923077e-2	34	9.671065e-3	1.000000e+0	1.214572e-1	6.734818e+0	4.454463e-1	3	26	9.868421e-3	1.153846e-1	30,31,33,34	ALDH1A3,AMIGO2,ANXA8L1
MSigDB Cancer Neighborhood	MORF_PSMC1	Neighborhood of PSMC1	40	1.318629e-3	5.630546e-1	1.407636e-2	4.338387e+0	1.613503e+0	7	7.757226e-3	3.365385e-2	51	2.518530e-2	1.000000e+0	2.108652e-1	2.446581e+0	2.861136e+0	7	167	2.302632e-2	4.191617e-2	31,32,32,32,33,33,35	ARHGDIA,BANF1,CALM2,CFDP1,PRMT1,PSMD8,SMG7
MSigDB Cancer Neighborhood	GNF2_MSN	Neighborhood of MSN	41	1.375736e-3	5.874393e-1	1.432779e-2	8.499912e+0	4.705931e-1	4	2.262467e-3	1.923077e-2	6	4.646108e-5	1.983888e-2	3.306480e-3	1.216009e+1	4.111812e-1	5	24	1.644737e-2	2.083333e-1	30,32,34,41	LASP1,LASP1,PFN1,STAT6,TGFB1
MSigDB Cancer Neighborhood	MORF_G22P1	Neighborhood of G22P1	42	1.513384e-3	6.462150e-1	1.538607e-2	4.233781e+0	1.653369e+0	7	7.948887e-3	3.365385e-2	40	1.441402e-2	1.000000e+0	1.538697e-1	2.742141e+0	2.552750e+0	7	149	2.302632e-2	4.697987e-2	30,31,32,34,36,37,38	ATXN10,POLR2I,PRMT1,PSMB3,PSMD8,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GCM_MSN	Neighborhood of MSN	43	1.710938e-3	7.305705e-1	1.699001e-2	1.298068e+1	2.311127e-1	3	1.111119e-3	1.442308e-2	34	9.671065e-3	1.000000e+0	1.214572e-1	6.734818e+0	4.454463e-1	3	26	9.868421e-3	1.153846e-1	34,35,41	DDX5,PCBP1,PFN1
MSigDB Cancer Neighborhood	GNF2_TYK2	Neighborhood of TYK2	44	1.835553e-3	7.837811e-1	1.781321e-2	7.849338e+0	5.095971e-1	4	2.449986e-3	1.923077e-2	20	2.336269e-3	9.975869e-1	4.987934e-2	7.074960e+0	5.653742e-1	4	33	1.315789e-2	1.212121e-1	32,34,37,55	DDX5,EIF1,STAT6,USP3
MSigDB Cancer Neighborhood	GNF2_CKS1B	Neighborhood of CKS1B	45	2.125093e-3	9.074147e-1	2.016477e-2	7.536247e+0	5.307682e-1	4	2.551770e-3	1.923077e-2	111	1.261984e-1	1.000000e+0	4.854659e-1	3.242690e+0	6.167719e-1	2	36	6.578947e-3	5.555556e-2	31,36,41,56	AURKB,CKS1B
MSigDB Cancer Neighborhood	MORF_PRKAG1	Neighborhood of PRKAG1	46	2.186575e-3	9.336675e-1	2.029712e-2	3.225389e+0	2.790361e+0	9	1.341520e-2	4.326923e-2	53	2.592387e-2	1.000000e+0	2.088583e-1	2.266735e+0	3.529306e+0	8	206	2.631579e-2	3.883495e-2	30,31,32,34,34,37,37,40,51	CALM2,CLTC,CSNK1D,MLL4,POLR2A,PSMD3,RABAC1,RTN4
MSigDB Cancer Neighborhood	GCM_HDAC1	Neighborhood of HDAC1	47	2.226966e-3	9.509145e-1	2.023222e-2	1.182345e+1	2.537330e-1	3	1.219870e-3	1.442308e-2	45	2.013747e-2	1.000000e+0	1.910822e-1	5.150155e+0	5.825068e-1	3	34	9.868421e-3	8.823529e-2	30,31,41	EIF4B,PFN1,PRMT1
MSigDB Cancer Neighborhood	GNF2_ESPL1	Neighborhood of ESPL1	48	2.248616e-3	9.601590e-1	2.000331e-2	7.418475e+0	5.391944e-1	4	2.592281e-3	1.923077e-2	107	1.204894e-1	1.000000e+0	4.808315e-1	3.335338e+0	5.996393e-1	2	35	6.578947e-3	5.714286e-2	31,36,41,56	AURKB,CKS1B
MSigDB Cancer Neighborhood	GNF2_CCNA2	Neighborhood of CCNA2	49	3.475924e-3	1.000000e+0	3.029019e-2	5.025083e+0	9.950085e-1	5	4.783695e-3	2.403846e-2	91	8.686231e-2	1.000000e+0	4.075847e-1	2.870578e+0	1.045086e+0	3	61	9.868421e-3	4.918033e-2	31,35,36,41,56	AURKB,CKS1B,TMPO
MSigDB Cancer Neighborhood	MORF_RAC1	Neighborhood of RAC1	50	3.827286e-3	1.000000e+0	3.268502e-2	3.221396e+0	2.483396e+0	8	1.193940e-2	3.846154e-2	48	2.340651e-2	1.000000e+0	2.082204e-1	2.311621e+0	3.460775e+0	8	202	2.631579e-2	3.960396e-2	30,30,32,33,33,38,43,51	ACTN4,BANF1,CFDP1,CLTC,POLR2I,PSMD8,RTN4,WBP2
MSigDB Cancer Neighborhood	MORF_TERF2IP	Neighborhood of TERF2IP	51	4.221265e-3	1.000000e+0	3.534275e-2	4.011379e+0	1.495745e+0	6	7.191082e-3	2.884615e-2	60	3.571720e-2	1.000000e+0	2.541874e-1	2.753227e+0	1.816050e+0	5	106	1.644737e-2	4.716981e-2	30,32,34,34,37,37	CALM2,CSNK1D,POLR2A,RABAC1,RPS27A
MSigDB Cancer Neighborhood	MORF_MAP2K2	Neighborhood of MAP2K2	52	4.277021e-3	1.000000e+0	3.512092e-2	4.782322e+0	1.045517e+0	5	5.026525e-3	2.403846e-2	82	6.575697e-2	1.000000e+0	3.424174e-1	2.316207e+0	2.158702e+0	5	126	1.644737e-2	3.968254e-2	30,32,33,34,36	ATXN10,BANF1,POLR2I,PSMD8,SNRPA
MSigDB Cancer Neighborhood	GNF2_LYN	Neighborhood of LYN	53	4.457557e-3	1.000000e+0	3.591277e-2	9.219755e+0	3.253882e-1	3	1.564367e-3	1.442308e-2	34	9.671065e-3	1.000000e+0	1.214572e-1	6.734818e+0	4.454463e-1	3	26	9.868421e-3	1.153846e-1	30,30,32	PTPN6,STAT6,SYK
MSigDB Cancer Neighborhood	GNF2_BUB3	Neighborhood of BUB3	54	4.548038e-3	1.000000e+0	3.596319e-2	9.152927e+0	3.277640e-1	3	1.575788e-3	1.442308e-2	30	6.023974e-3	1.000000e+0	8.574123e-2	7.959330e+0	3.769161e-1	3	22	9.868421e-3	1.363636e-1	31,33,36	BANF1,KPNB1,SNRPA
MSigDB Cancer Neighborhood	MORF_MTA1	Neighborhood of MTA1	55	4.823969e-3	1.000000e+0	3.745154e-2	4.645862e+0	1.076227e+0	5	5.174166e-3	2.403846e-2	52	2.566364e-2	1.000000e+0	2.107380e-1	3.008681e+0	1.661858e+0	5	97	1.644737e-2	5.154639e-2	30,33,33,35,36	BANF1,CFDP1,POLR2I,SMG7,SNRPA
MSigDB Cancer Neighborhood	GNF2_FOS	Neighborhood of FOS	56	5.020936e-3	1.000000e+0	3.828464e-2	5.910062e+0	6.768118e-1	4	3.253903e-3	1.923077e-2	45	2.013747e-2	1.000000e+0	1.910822e-1	5.150155e+0	5.825068e-1	3	34	9.868421e-3	8.823529e-2	30,30,32,33	CAPG,DUSP1,NFKBIA
MSigDB Cancer Neighborhood	MORF_GPX4	Neighborhood of GPX4	57	5.387751e-3	1.000000e+0	4.036087e-2	8.606807e+0	3.485613e-1	3	1.675776e-3	1.442308e-2	76	5.678836e-2	1.000000e+0	3.190609e-1	3.433437e+0	8.737601e-1	3	51	9.868421e-3	5.882353e-2	32,33,38	BANF1,PSMD8,WBP2
MSigDB Cancer Neighborhood	MORF_CTBP1	Neighborhood of CTBP1	58	6.916691e-3	1.000000e+0	5.092116e-2	3.612924e+0	1.660705e+0	6	7.984157e-3	2.884615e-2	109	1.254904e-1	1.000000e+0	4.916000e-1	1.895079e+0	2.638413e+0	5	154	1.644737e-2	3.246753e-2	30,30,32,32,34,35	CALM2,MRPS12,PCBP2,POLR2I,ZNF384
MSigDB Cancer Neighborhood	MORF_AATF	Neighborhood of AATF	59	7.119568e-3	1.000000e+0	5.152637e-2	3.181258e+0	2.200387e+0	7	1.057879e-2	3.365385e-2	64	3.759590e-2	1.000000e+0	2.508351e-1	2.244939e+0	3.118124e+0	7	182	2.302632e-2	3.846154e-2	30,31,32,34,36,37,38	ATXN10,CALM2,POLR2A,POLR2I,PSMB3,PSMD3,SNRPA
MSigDB Cancer Neighborhood	MORF_ESPL1	Neighborhood of ESPL1	60	7.133758e-3	1.000000e+0	5.076858e-2	5.338537e+0	7.492689e-1	4	3.602255e-3	1.923077e-2	159	2.618751e-1	1.000000e+0	7.032746e-1	2.012704e+0	9.936880e-1	2	58	6.578947e-3	3.448276e-2	31,36,36,56	AURKB,SNRPA
MSigDB Cancer Neighborhood	GNF2_SELL	Neighborhood of SELL	61	7.456719e-3	1.000000e+0	5.219703e-2	7.641251e+0	3.926058e-1	3	1.887528e-3	1.442308e-2	59	3.497742e-2	1.000000e+0	2.531417e-1	4.169173e+0	7.195672e-1	3	42	9.868421e-3	7.142857e-2	30,32,55	PTPN6,STAT6,USP3
MSigDB Cancer Neighborhood	GCM_PPP1CC	Neighborhood of PPP1CC	62	7.937809e-3	1.000000e+0	5.466846e-2	7.467103e+0	4.017623e-1	3	1.931549e-3	1.442308e-2	72	5.149045e-2	1.000000e+0	3.053670e-1	3.573577e+0	8.394950e-1	3	49	9.868421e-3	6.122449e-2	30,31,36	ACTG1,PRMT1,SNRPA
MSigDB Cancer Neighborhood	MORF_RAD23A	Neighborhood of RAD23A	63	8.935168e-3	1.000000e+0	6.056058e-2	2.434441e+0	4.107720e+0	10	1.974865e-2	4.807692e-2	104	1.076931e-1	1.000000e+0	4.421630e-1	1.616356e+0	5.568079e+0	9	325	2.960526e-2	2.769231e-2	30,30,31,32,34,35,36,37,37,38	ATXN10,CALM2,MRPS12,NDUFS8,POLR2A,POLR2I,SLC1A5,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GNF2_CDC20	Neighborhood of CDC20	64	8.944455e-3	1.000000e+0	5.967629e-2	4.995596e+0	8.007052e-1	4	3.849544e-3	1.923077e-2	144	2.174454e-1	1.000000e+0	6.447860e-1	2.288958e+0	8.737601e-1	2	51	6.578947e-3	3.921569e-2	31,36,41,56	AURKB,CKS1B
MSigDB Cancer Neighborhood	GCM_RAB10	Neighborhood of RAB10	65	8.969271e-3	1.000000e+0	5.892121e-2	2.584094e+0	3.482845e+0	9	1.674445e-2	4.326923e-2	23	3.414392e-3	1.000000e+0	6.338893e-2	3.242690e+0	2.467087e+0	8	144	2.631579e-2	5.555556e-2	30,31,32,32,32,33,34,34,37	CSNK1D,GTF2A1,LUC7L2,MON2,RAB10,SNX5,ZNF302,ZNF507
MSigDB Cancer Neighborhood	MORF_ARAF1	Neighborhood of ARAF1	66	9.002876e-3	1.000000e+0	5.824588e-2	4.986003e+0	8.022458e-1	4	3.856951e-3	1.923077e-2	61	3.659033e-2	1.000000e+0	2.561323e-1	3.198270e+0	1.250676e+0	4	73	1.315789e-2	5.479452e-2	31,33,34,38	GSK3A,MAN2C1,PCGF2,RABAC1
MSigDB Cancer Neighborhood	MORF_RPA1	Neighborhood of RPA1	67	9.495668e-3	1.000000e+0	6.051717e-2	4.908043e+0	8.149888e-1	4	3.918215e-3	1.923077e-2	38	1.364981e-2	1.000000e+0	1.533808e-1	4.323587e+0	9.251578e-1	4	54	1.315789e-2	7.407407e-2	30,31,32,33	CFDP1,GTF2H1,POLR2I,PRMT1
MSigDB Cancer Neighborhood	MORF_USP5	Neighborhood of USP5	68	1.016214e-2	1.000000e+0	6.381226e-2	6.813122e+0	4.403268e-1	3	2.116956e-3	1.442308e-2	72	5.149045e-2	1.000000e+0	3.053670e-1	3.573577e+0	8.394950e-1	3	49	9.868421e-3	6.122449e-2	31,32,37	CALM2,POLR2A,PSMD3
MSigDB Cancer Neighborhood	MORF_AP3D1	Neighborhood of AP3D1	69	1.027020e-2	1.000000e+0	6.355617e-2	3.315196e+0	1.809848e+0	6	8.701191e-3	2.884615e-2	44	2.000350e-2	1.000000e+0	1.941249e-1	2.824278e+0	2.124436e+0	6	124	1.973684e-2	4.838710e-2	30,31,34,36,37,51	ATXN10,POLR2I,RTN4,SNRPA,UQCRHL,ZNF146
MSigDB Cancer Neighborhood	MORF_EIF3S6	Neighborhood of EIF3S6	70	1.076159e-2	1.000000e+0	6.564570e-2	3.812239e+0	1.311565e+0	5	6.305603e-3	2.403846e-2	67	4.359946e-2	1.000000e+0	2.778652e-1	2.605733e+0	1.918846e+0	5	112	1.644737e-2	4.464286e-2	30,30,34,36,37	EIF4B,PCBP2,RPS27A,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GNF2_RBBP6	Neighborhood of RBBP6	71	1.143754e-2	1.000000e+0	6.878633e-2	4.643624e+0	8.613961e-1	4	4.141327e-3	1.923077e-2	42	1.543888e-2	1.000000e+0	1.569619e-1	4.169173e+0	9.594229e-1	4	56	1.315789e-2	7.142857e-2	30,30,31,31	EIF4B,NOL8,RBM39,ZNF146
MSigDB Cancer Neighborhood	MORF_HAT1	Neighborhood of HAT1	72	1.160003e-2	1.000000e+0	6.879462e-2	2.890985e+0	2.421320e+0	7	1.164096e-2	3.365385e-2	47	2.112493e-2	1.000000e+0	1.919222e-1	2.537757e+0	2.758341e+0	7	161	2.302632e-2	4.347826e-2	30,30,31,33,35,36,51	BANF1,CLTC,POLR2I,PRMT1,RTN4,SMG7,SNRPA
MSigDB Cancer Neighborhood	MORF_ATOX1	Neighborhood of ATOX1	73	1.166776e-2	1.000000e+0	6.824840e-2	4.616004e+0	8.665504e-1	4	4.166108e-3	1.923077e-2	61	3.659033e-2	1.000000e+0	2.561323e-1	3.198270e+0	1.250676e+0	4	73	1.315789e-2	5.479452e-2	31,32,33,33	BANF1,CFDP1,PRMT1,PSMD8
MSigDB Cancer Neighborhood	MORF_EI24	Neighborhood of EI24	74	1.259971e-2	1.000000e+0	7.270373e-2	3.168125e+0	1.893865e+0	6	9.105119e-3	2.884615e-2	57	3.464489e-2	1.000000e+0	2.595328e-1	2.483763e+0	2.415690e+0	6	141	1.973684e-2	4.255319e-2	30,32,34,36,38,51	ATXN10,CALM2,POLR2I,RTN4,SLC1A5,SNRPA
MSigDB Cancer Neighborhood	GCM_CASP2	Neighborhood of CASP2	75	1.349889e-2	1.000000e+0	7.685368e-2	1.146804e+1	1.743977e-1	2	8.384506e-4	9.615385e-3	169	3.044885e-1	1.000000e+0	7.693289e-1	2.779449e+0	3.597836e-1	1	21	3.289474e-3	4.761905e-2	40,46	DHX37
MSigDB Cancer Neighborhood	GNF2_STAT6	Neighborhood of STAT6	76	1.459072e-2	1.000000e+0	8.197681e-2	4.315111e+0	9.269749e-1	4	4.456610e-3	1.923077e-2	65	3.980698e-2	1.000000e+0	2.615012e-1	3.112982e+0	1.284941e+0	4	75	1.315789e-2	5.333333e-2	30,30,32,55	PTPN6,STAT6,TGFB1,USP3
MSigDB Cancer Neighborhood	GCM_NF2	Neighborhood of NF2	77	1.718453e-2	1.000000e+0	9.529603e-2	2.467313e+0	3.242393e+0	8	1.558843e-2	3.846154e-2	102	1.048763e-1	1.000000e+0	4.390410e-1	1.761116e+0	3.974752e+0	7	232	2.302632e-2	3.017241e-2	30,32,33,38,38,40,46,51	DHX37,GTF2A1,LUC7L2,RTN4,STRN4,WBP2,ZFAND5
MSigDB Cancer Neighborhood	GCM_CSNK1D	Neighborhood of CSNK1D	78	1.909154e-2	1.000000e+0	1.045139e-1	5.366088e+0	5.590665e-1	3	2.687820e-3	1.442308e-2	81	6.305715e-2	1.000000e+0	3.324124e-1	4.864035e+0	4.111812e-1	2	24	6.578947e-3	8.333333e-2	32,34,37	CSNK1D,RAB10
MSigDB Cancer Neighborhood	MORF_PSMC2	Neighborhood of PSMC2	79	2.039469e-2	1.000000e+0	1.102346e-1	3.232777e+0	1.546658e+0	5	7.435854e-3	2.403846e-2	54	3.099077e-2	1.000000e+0	2.450566e-1	2.861197e+0	1.747520e+0	5	102	1.644737e-2	4.901961e-2	31,32,33,33,35	BANF1,CFDP1,GTF2H1,PRMT1,SMG7
MSigDB Cancer Neighborhood	MORF_RFC5	Neighborhood of RFC5	80	2.151470e-2	1.000000e+0	1.148347e-1	3.187352e+0	1.568700e+0	5	7.541828e-3	2.403846e-2	55	3.352959e-2	1.000000e+0	2.603115e-1	3.288362e+0	1.216411e+0	4	71	1.315789e-2	5.633803e-2	31,31,32,32,36	CRHR1,MYC,NTPCR,WDR62
MSigDB Cancer Neighborhood	GNF2_RRM2	Neighborhood of RRM2	81	2.166407e-2	1.000000e+0	1.142044e-1	5.110295e+0	5.870503e-1	3	2.822357e-3	1.442308e-2	224	4.635255e-1	1.000000e+0	8.835955e-1	1.621345e+0	6.167719e-1	1	36	3.289474e-3	2.777778e-2	31,36,56	AURKB
MSigDB Cancer Neighborhood	MORF_PPP2CA	Neighborhood of PPP2CA	82	2.234075e-2	1.000000e+0	1.163354e-1	3.155605e+0	1.584482e+0	5	7.617703e-3	2.403846e-2	69	4.644095e-2	1.000000e+0	2.873954e-1	2.560018e+0	1.953111e+0	5	114	1.644737e-2	4.385965e-2	30,30,32,37,51	CALM2,CLTC,POLR2A,RPS27A,RTN4
MSigDB Cancer Neighborhood	GNF2_BUB1B	Neighborhood of BUB1B	83	2.384329e-2	1.000000e+0	1.226637e-1	4.923261e+0	6.093522e-1	3	2.929578e-3	1.442308e-2	250	5.488453e-1	1.000000e+0	9.374278e-1	1.268879e+0	7.880974e-1	1	46	3.289474e-3	2.173913e-2	31,36,56	AURKB
MSigDB Cancer Neighborhood	MORF_ACP1	Neighborhood of ACP1	84	2.592082e-2	1.000000e+0	1.317642e-1	2.683384e+0	2.235983e+0	6	1.074992e-2	2.884615e-2	103	1.049280e-1	1.000000e+0	4.349928e-1	1.862822e+0	3.220920e+0	6	188	1.973684e-2	3.191489e-2	30,30,32,34,34,37	ATXN10,CALM2,EIF4B,PCBP2,RPS27A,UQCRHL
MSigDB Cancer Neighborhood	MORF_RAF1	Neighborhood of RAF1	85	2.659568e-2	1.000000e+0	1.336042e-1	3.582508e+0	1.116536e+0	4	5.367962e-3	1.923077e-2	148	2.271821e-1	1.000000e+0	6.554511e-1	1.824013e+0	1.644725e+0	3	96	9.868421e-3	3.125000e-2	30,34,37,37	CLTC,CSNK1D,POLR2A
MSigDB Cancer Neighborhood	MORF_SART1	Neighborhood of SART1	86	2.742528e-2	1.000000e+0	1.361697e-1	4.660419e+0	6.437190e-1	3	3.094803e-3	1.442308e-2	85	7.110312e-2	1.000000e+0	3.571886e-1	3.126880e+0	9.594229e-1	3	56	9.868421e-3	5.357143e-2	30,34,38	PCBP2,PSMB3,RPS27A
MSigDB Cancer Neighborhood	GNF2_RAN	Neighborhood of RAN	87	2.850051e-2	1.000000e+0	1.398818e-1	3.504611e+0	1.141354e+0	4	5.487277e-3	1.923077e-2	70	4.853141e-2	1.000000e+0	2.960416e-1	2.918421e+0	1.370604e+0	4	80	1.315789e-2	5.000000e-2	30,33,36,41	BANF1,CKS1B,SNRPA,SNRPF
MSigDB Cancer Neighborhood	MORF_FANCG	Neighborhood of FANCG	88	2.887349e-2	1.000000e+0	1.401020e-1	2.615134e+0	2.294338e+0	6	1.103047e-2	2.884615e-2	66	4.226991e-2	1.000000e+0	2.734735e-1	2.366287e+0	2.535618e+0	6	148	1.973684e-2	4.054054e-2	31,31,37,38,38,40	GALNT2,MLL4,PCGF2,POLR2A,PSMD3,WDR62
MSigDB Cancer Neighborhood	GNF2_BNIP2	Neighborhood of BNIP2	89	2.900180e-2	1.000000e+0	1.391435e-1	4.558751e+0	6.580750e-1	3	3.163822e-3	1.442308e-2	39	1.436295e-2	1.000000e+0	1.572559e-1	5.836842e+0	5.139766e-1	3	30	9.868421e-3	1.000000e-1	32,34,55	DDX5,STAT6,USP3
MSigDB Cancer Neighborhood	MORF_RAD23B	Neighborhood of RAD23B	90	2.918525e-2	1.000000e+0	1.384678e-1	2.608396e+0	2.300264e+0	6	1.105896e-2	2.884615e-2	80	6.193532e-2	1.000000e+0	3.305798e-1	2.148531e+0	2.792606e+0	6	163	1.973684e-2	3.680982e-2	30,31,32,33,33,35	BANF1,CFDP1,POLR2I,PRMT1,PSMD8,SMG7
MSigDB Cancer Neighborhood	GCM_TINF2	Neighborhood of TINF2	91	2.923484e-2	1.000000e+0	1.371789e-1	7.568920e+0	2.642385e-1	2	1.270377e-3	9.615385e-3	209	4.150148e-1	1.000000e+0	8.479011e-1	1.882852e+0	5.311091e-1	1	31	3.289474e-3	3.225806e-2	40,46	DHX37
MSigDB Cancer Neighborhood	MORF_RAD21	Neighborhood of RAD21	92	2.954574e-2	1.000000e+0	1.371308e-1	2.600706e+0	2.307066e+0	6	1.109166e-2	2.884615e-2	77	5.763384e-2	1.000000e+0	3.196058e-1	2.188816e+0	2.741208e+0	6	160	1.973684e-2	3.750000e-2	30,31,32,33,33,35	BANF1,CFDP1,POLR2I,PRMT1,PSMD8,SMG7
MSigDB Cancer Neighborhood	MORF_CDK2	Neighborhood of CDK2	93	3.131322e-2	1.000000e+0	1.437715e-1	4.422231e+0	6.783907e-1	3	3.261494e-3	1.442308e-2	96	9.696335e-2	1.000000e+0	4.312849e-1	2.736020e+0	1.096483e+0	3	64	9.868421e-3	4.687500e-2	30,36,37	CLTC,POLR2A,SNRPA
MSigDB Cancer Neighborhood	GCM_ANP32B	Neighborhood of ANP32B	94	3.186590e-2	1.000000e+0	1.447525e-1	7.219873e+0	2.770132e-1	2	1.331794e-3	9.615385e-3	99	1.037801e-1	1.000000e+0	4.476172e-1	3.648026e+0	5.482417e-1	2	32	6.578947e-3	6.250000e-2	30,36	EIF4B,SNRPA
MSigDB Cancer Neighborhood	MORF_PML	Neighborhood of PML	95	3.302510e-2	1.000000e+0	1.484391e-1	2.838687e+0	1.761378e+0	5	8.468163e-3	2.403846e-2	126	1.672468e-1	1.000000e+0	5.667808e-1	1.867789e+0	2.141569e+0	4	125	1.315789e-2	3.200000e-2	31,34,34,37,38	CSNK1D,PCGF2,RABAC1,WDR62
MSigDB Cancer Neighborhood	MORF_EIF3S2	Neighborhood of EIF3S2	96	3.358314e-2	1.000000e+0	1.493750e-1	2.521249e+0	2.379773e+0	6	1.144122e-2	2.884615e-2	133	1.848326e-1	1.000000e+0	5.934099e-1	1.570451e+0	3.820559e+0	6	223	1.973684e-2	2.690583e-2	30,32,34,36,37,37	ATXN10,LDHA,POLR2A,POLR2I,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GCM_DDX11	Neighborhood of DDX11	97	3.611835e-2	1.000000e+0	1.589952e-1	6.738396e+0	2.968065e-1	2	1.426954e-3	9.615385e-3	232	4.817876e-1	1.000000e+0	8.867384e-1	1.536011e+0	6.510370e-1	1	38	3.289474e-3	2.631579e-2	40,46	DHX37
MSigDB Cancer Neighborhood	MORF_CCNI	Neighborhood of CCNI	98	4.050178e-2	1.000000e+0	1.764720e-1	3.988094e+0	7.522390e-1	3	3.616533e-3	1.442308e-2	123	1.536862e-1	1.000000e+0	5.335285e-1	2.216522e+0	1.353472e+0	3	79	9.868421e-3	3.797468e-2	30,30,34	EIF4B,PCBP2,RPS27A
MSigDB Cancer Neighborhood	GNF2_MCM4	Neighborhood of MCM4	99	4.087097e-2	1.000000e+0	1.762819e-1	3.973431e+0	7.550150e-1	3	3.629880e-3	1.442308e-2	259	5.790563e-1	1.000000e+0	9.546604e-1	1.167368e+0	8.566276e-1	1	50	3.289474e-3	2.000000e-2	31,36,56	AURKB
MSigDB Cancer Neighborhood	MORF_TPR	Neighborhood of TPR	100	4.163789e-2	1.000000e+0	1.777938e-1	2.660898e+0	1.879065e+0	5	9.033967e-3	2.403846e-2	140	2.085943e-1	1.000000e+0	6.362126e-1	1.704187e+0	2.347160e+0	4	137	1.315789e-2	2.919708e-2	33,34,34,37,38	CSNK1D,KIAA0586,PCGF2,RABAC1
